paper_id,year,category,title,abstract,keywords,group_num,group_name,topic_id,topic_name,r1_terms,r1_term_count,annot_missing_terms,annot_important_terms,model_r2_terms,model_additional_terms,combined_important_terms
8790,2023,COMPUTER SCIENCE,Facial Expression Recognition With Visual Transformers and Attentional Selective Fusion,"Facial Expression Recognition (FER) in the wild is extremely challenging due to occlusions, variant head poses, face deformation and motion blur under unconstrained conditions. Although substantial progresses have been made in automatic FER in the past few decades, previous studies were mainly designed for lab-controlled FER. Real-world occlusions, variant head poses and other issues definitely increase the difficulty of FER on account of these information-deficient regions and complex backgrounds. Different from previous pure CNNs based methods, we argue that it is feasible and practical to translate facial images into sequences of visual words and perform expression recognition from a global perspective. Therefore, we propose the Visual Transformers with Feature Fusion (VTFF) to tackle FER in the wild by two main steps. First, we propose the attentional selective fusion (ASF) for leveraging two kinds of feature maps generated by two-branch CNNs. The ASF captures discriminative information by fusing multiple features with the global-local attention. The fused feature maps are then flattened and projected into sequences of visual words. Second, inspired by the success of Transformers in natural language processing, we propose to model relationships between these visual words with the global self-attention. The proposed method is evaluated on three public in-the-wild facial expression datasets (RAF-DB, FERPlus and AffectNet). Under the same settings, extensive experiments demonstrate that our method shows superior performance over other methods, setting new state of the art on RAF-DB with 88.14%, FERPlus with 88.81% and AffectNet with 61.85%. The cross-dataset evaluation on CK+ shows the promising generalization capability of the proposed method.",Face recognition; Feature extraction; Transformers; Visualization; Image recognition; Head; Task analysis; Facial expression recognition in the wild; global-local attention; transformers; global self-attention,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Visual Transformers; Attentional Selective Fusion; Feature Fusion; two-branch CNNs; global-local attention; global self-attention; sequences of visual words,7,,VTFF; Attentional Selective Fusion,visual transformers; attentional selective fusion; feature fusion; global-local attention; global self-attention,visual transformers; global-local attention; global self-attention,vtff; attentional selective fusion; visual transformers; global-local attention; global self-attention
8856,2016,COMPUTER SCIENCE,Sequential three-way decision and granulation for cost-sensitive face recognition,"Many previous studies on face recognition attempted to seek a precise classifier to achieve a low misclassification error, which is based on an assumption that all misclassification costs are the same. In many real-world scenarios, however, this assumption is not reasonable due to the imbalanced misclassification cost and insufficient high-quality facial image information. To address this issue, we propose a sequential three-way decision method for cost-sensitive face recognition. The proposed method is based on a formal description of granular computing. It develops a sequential strategy in a decision process. In each decision step, it seeks a decision which minimizes the misclassification cost rather than misclassification error, and it incorporates the boundary decision into the decision set such that a delayed decision can be made if available high-quality facial image information is insufficient for a precise decision. To describe the granular information of the facial image in three-way decision steps, we develop a series of image granulation methods based on two-dimensional subspace projection methods including 2DPCA, 2DLDA and 2DLPP. The sequential three-way decisions and granulation methods present an applicable simulation on human decisions in face recognition, which simulate a sequential decision strategy from rough granule to precise granule. The experiments were conducted on two popular facial image database, which validated the effectiveness of the proposed methods. (C) 2015 Elsevier B.V. All rights reserved.",Three-way decisions; Decision-theoretic rough sets; Granular computing; Cost-sensitive learning; Face recognition; THEORETIC ROUGH SET; ATTRIBUTE REDUCTION; FEATURE-SELECTION; SHADOWED SETS; FUZZY-SETS; MODEL; SYSTEMS; APPROXIMATIONS; EIGENFACES; RULES,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,sequential three-way decision; cost-sensitive face recognition; granular computing; boundary decision; image granulation methods; two-dimensional subspace projection; 2DPCA; 2DLDA; 2DLPP,9,,sequential three-way decision,,,sequential three-way decision
9152,2017,ENGINEERING,Visual Genome: Connecting Language and Vision Using Crowdsourced Dense Image Annotations,"Despite progress in perceptual tasks such as image classification, computers still perform poorly on cognitive tasks such as image description and question answering. Cognition is core to tasks that involve not just recognizing, but reasoning about our visual world. However, models used to tackle the rich content in images for cognitive tasks are still being trained using the same datasets designed for perceptual tasks. To achieve success at cognitive tasks, models need to understand the interactions and relationships between objects in an image. When asked ""What vehicle is the person riding?"", computers will need to identify the objects in an image as well as the relationships riding(man, carriage) and pulling(horse, carriage) to answer correctly that ""the person is riding a horse-drawn carriage."" In this paper, we present the Visual Genome dataset to enable the modeling of such relationships. We collect dense annotations of objects, attributes, and relationships within each image to learn these models. Specifically, our dataset contains over 108K images where each image has an average of objects, attributes, and pairwise relationships between objects. We canonicalize the objects, attributes, relationships, and noun phrases in region descriptions and questions answer pairs to WordNet synsets. Together, these annotations represent the densest and largest dataset of image descriptions, objects, attributes, relationships, and question answer pairs.",Computer vision; Dataset; Image; Scene graph; Question answering; Objects; Attributes; Relationships; Knowledge; Language; Crowdsourcing; DATABASE; KNOWLEDGE; WORDNET; OBJECT,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,dense image annotations; cognitive tasks; image description; question answering; object relationships; attribute relationships; WordNet synsets; region descriptions; pairwise relationships,9,,Visual Genome,region descriptions,region descriptions,visual genome; region descriptions
9183,2014,ENGINEERING,Face Alignment by Explicit Shape Regression,"We present a very efficient, highly accurate, ""Explicit Shape Regression"" approach for face alignment. Unlike previous regression-based approaches, we directly learn a vectorial regression function to infer the whole facial shape (a set of facial landmarks) from the image and explicitly minimize the alignment errors over the training data. The inherent shape constraint is naturally encoded into the regressor in a cascaded learning framework and applied from coarse to fine during the test, without using a fixed parametric shape model as in most previous methods. To make the regression more effective and efficient, we design a two-level boosted regression, shape indexed features and a correlation-based feature selection method. This combination enables us to learn accurate models from large training data in a short time (20 min for 2,000 training images), and run regression extremely fast in test (15 ms for a 87 landmarks shape). Experiments on challenging data show that our approach significantly outperforms the state-of-the-art in terms of both accuracy and efficiency.",Face alignment; Shape indexed feature; Correlation based feature selection; Non-parametric shape constraint; Tow-level boosted regression; MODELS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Explicit Shape Regression; vectorial regression function; cascaded learning framework; two-level boosted regression; shape indexed features; correlation-based feature selection,6,,Explicit Shape Regression,shape indexed features; correlation-based feature selection,shape indexed features; correlation-based feature selection,explicit shape regression; shape indexed features; correlation-based feature selection
9200,2018,COMPUTER SCIENCE,Facial expression recognition via learning deep sparse autoencoders,"Facial expression recognition is an important research issue in the pattern recognition field. In this paper, we intend to present a novel framework for facial expression recognition to automatically distinguish the expressions with high accuracy. Especially, a high-dimensional feature composed by the combination of the facial geometric and appearance features is introduced to the facial expression recognition due to its containing the accurate and comprehensive information of emotions. Furthermore, the deep sparse autoencoders (DSAE) are established to recognize the facial expressions with high accuracy by learning robust and discriminative features from the data. The experiment results indicate that the presented framework can achieve a high recognition accuracy of 95.79% on the extended Cohn-Kanade (CK+) database for seven facial expressions, which outperforms the other three state-of-the-art methods by as much as 3.17%, 4.09% and 7.41%, respectively. In particular, the presented approach is also applied to recognize eight facial expressions (including the neutral) and it provides a satisfactory recognition accuracy, which successfully demonstrates the feasibility and effectiveness of the approach in this paper. (C) 2017 Elsevier B.V. All rights reserved.",Facial expression recognition; Sparse autoencoders; Deep architecture; High-dimensional feature; Histogram of oriented gradients (HOG); TIME-VARYING DELAYS; FACE; DIMENSIONALITY; SYSTEMS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,deep sparse autoencoders; facial geometric features; appearance features; high-dimensional feature; facial expression recognition,5,,deep sparse autoencoders,deep sparse autoencoders; appearance features; high-dimensional feature; facial expression recognition,appearance features; high-dimensional feature; facial expression recognition,deep sparse autoencoders; appearance features; high-dimensional feature; facial expression recognition
9283,2015,ENGINEERING,The PASCAL Visual Object Classes Challenge: A Retrospective,"The Pascal Visual Object Classes (VOC) challenge consists of two components: (i) a publicly available dataset of images together with ground truth annotation and standardised evaluation software; and (ii) an annual competition and workshop. There are five challenges: classification, detection, segmentation, action classification, and person layout. In this paper we provide a review of the challenge from 2008-2012. The paper is intended for two audiences: algorithm designers, researchers who want to see what the state of the art is, as measured by performance on the VOC datasets, along with the limitations and weak points of the current generation of algorithms; and, challenge designers, who want to see what we as organisers have learnt from the process and our recommendations for the organisation of future challenges. To analyse the performance of submitted algorithms on the VOC datasets we introduce a number of novel evaluation methods: a bootstrapping method for determining whether differences in the performance of two algorithms are significant or not; a normalised average precision so that performance can be compared across classes with different proportions of positive instances; a clustering method for visualising the performance across multiple algorithms so that the hard and easy images can be identified; and the use of a joint classifier over the submitted algorithms in order to measure their complementarity and combined performance. We also analyse the community's progress through time using the methods of Hoiem et al. (Proceedings of European Conference on Computer Vision, 2012) to identify the types of occurring errors. We conclude the paper with an appraisal of the aspects of the challenge that worked well, and those that could be improved in future challenges.",Database; Benchmark; Object recognition; Object detection; Segmentation; FEATURES,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,bootstrapping method; normalised average precision; clustering method; joint classifier; Hoiem et al. method,5,,normalised average precision,,,normalised average precision
9317,2020,ENGINEERING,"The Open Images Dataset V4 Unified Image Classification, Object Detection, and Visual Relationship Detection at Scale","We present Open Images V4, a dataset of 9.2M images with unified annotations for image classification, object detection and visual relationship detection. The images have a Creative Commons Attribution license that allows to share and adapt the material, and they have been collected from Flickr without a predefined list of class names or tags, leading to natural class statistics and avoiding an initial design bias. Open Images V4 offers large scale across several dimensions: 30.1M image-level labels for 19.8k concepts, 15.4M bounding boxes for 600 object classes, and 375k visual relationship annotations involving 57 classes. For object detection in particular, we provide 15x more bounding boxes than the next largest datasets (15.4M boxes on 1.9M images). The images often show complex scenes with several objects (8 annotated objects per image on average). We annotated visual relationships between them, which support visual relationship detection, an emerging task that requires structured reasoning. We provide in-depth comprehensive statistics about the dataset, we validate the quality of the annotations, we study how the performance of several modern models evolves with increasing amounts of training data, and we demonstrate two applications made possible by having unified annotations of multiple types coexisting in the same images. We hope that the scale, quality, and variety of Open Images V4 will foster further research and innovation even beyond the areas of image classification, object detection, and visual relationship detection.",Ground-truth dataset; Image classification; Object detection; Visual relationship detection,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Open Images V4; image-level labels; bounding boxes; visual relationship annotations; structured reasoning; unified annotations,6,,Open Images V4,,,open images v4
9366,2014,ENGINEERING,A Comprehensive Survey to Face Hallucination,"This paper comprehensively surveys the development of face hallucination (FH), including both face super-resolution and face sketch-photo synthesis techniques. Indeed, these two techniques share the same objective of inferring a target face image (e.g. high-resolution face image, face sketch and face photo) from a corresponding source input (e.g. low-resolution face image, face photo and face sketch). Considering the critical role of image interpretation in modern intelligent systems for authentication, surveillance, law enforcement, security control, and entertainment, FH has attracted growing attention in recent years. Existing FH methods can be grouped into four categories: Bayesian inference approaches, subspace learning approaches, a combination of Bayesian inference and subspace learning approaches, and sparse representation-based approaches. In spite of achieving a certain level of development, FH is limited in its success by complex application conditions such as variant illuminations, poses, or views. This paper provides a holistic understanding and deep insight into FH, and presents a comparative analysis of representative methods and promising future directions.",Face hallucination; Face sketch-photo synthesis; Face super-resolution; Heterogeneous image transformation; FERET EVALUATION METHODOLOGY; SKETCH SYNTHESIS; IMAGE SUPERRESOLUTION; SPARSE REPRESENTATION; TEXTURE SYNTHESIS; E-HMM; RECOGNITION; RECONSTRUCTION; LIMITS; INFORMATION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,face hallucination; face super-resolution; face sketch-photo synthesis; Bayesian inference approaches; subspace learning approaches; sparse representation-based approaches,6,,,face hallucination; face super-resolution,face hallucination; face super-resolution,face hallucination; face super-resolution
9594,2019,ENGINEERING,Temporal Segment Networks for Action Recognition in Videos,"We present a general and flexible video-level framework for learning action models in videos. This method, called temporal segment network (TSN), aims to model long-range temporal structure with a new segment-based sampling and aggregation scheme. This unique design enables the TSN framework to efficiently learn action models by using the whole video. The learned models could be easily deployed for action recognition in both trimmed and untrimmed videos with simple average pooling and multi-scale temporal window integration, respectively. We also study a series of good practices for the implementation of the TSN framework given limited training samples. Our approach obtains the state-the-of-art performance on five challenging action recognition benchmarks: HMDB51 (71.0 percent), UCF101 (94.9 percent), THUMOS14 (80.1 percent), ActivityNet v1.2 (89.6 percent), and Kinetics400 (75.7 percent). In addition, using the proposed RGB difference as a simple motion representation, our method can still achieve competitive accuracy on UCF101 (91.0 percent) while running at 340 FPS. Furthermore, based on the proposed TSN framework, we won the video classification track at the ActivityNet challenge 2016 among 24 teams.",Action recognition; temporal segment networks; temporal modeling; good practices; ConvNets; REPRESENTATION; VECTOR,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,temporal segment network; segment-based sampling; aggregation scheme; average pooling; multi-scale temporal window integration; RGB difference; motion representation,7,,Temporal Segment Networks,temporal segment network; segment-based sampling; aggregation scheme,segment-based sampling; aggregation scheme,temporal segment networks; segment-based sampling; aggregation scheme
9597,2017,ENGINEERING,Hierarchical Clustering Multi-Task Learning for Joint Human Action Grouping and Recognition,"This paper proposes a hierarchical clustering multi-task learning (HC-MTL) method for joint human action grouping and recognition. Specifically, we formulate the objective function into the group-wise least square loss regularized by low rank and sparsity with respect to two latent variables, model parameters and grouping information, for joint optimization. To handle this non-convex optimization, we decompose it into two sub-tasks, multi-task learning and task relatedness discovery. First, we convert this non-convex objective function into the convex formulation by fixing the latent grouping information. This new objective function focuses on multi-task learning by strengthening the shared-action relationship and action-specific feature learning. Second, we leverage the learned model parameters for the task relatedness measure and clustering. In this way, HC-MTL can attain both optimal action models and group discovery by alternating iteratively. The proposed method is validated on three kinds of challenging datasets, including six realistic action datasets (Hollywood2, YouTube, UCF Sports, UCF50, HMDB51 & UCF101), two constrained datasets (KTH & TJU), and two multi-view datasets (MV-TJU & IXMAS). The extensive experimental results show that: 1) HC-MTL can produce competing performances to the state of the arts for action recognition and grouping; 2) HC-MTL can overcome the difficulty in heuristic action grouping simply based on human knowledge; 3) HC-MTL can avoid the possible inconsistency between the subjective action grouping depending on human knowledge and objective action grouping based on the feature subspace distributions of multiple actions. Comparison with the popular clustered multi-task learning further reveals that the discovered latent relatedness by HC-MTL aids inducing the group-wise multi-task learning and boosts the performance. To the best of our knowledge, ours is the first work that breaks the assumption that all actions are either independent for individual learning or correlated for joint modeling and proposes HC-MTL for automated, joint action grouping and modeling.",Action recognition; multi-task learning; task grouping; task relatedness measure; CONTEXT; TASKS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,hierarchical clustering multi-task learning; group-wise least square loss; low rank and sparsity; non-convex optimization; multi-task learning; task relatedness discovery; shared-action relationship; action-specific feature learning; task relatedness measure; clustered multi-task learning; group-wise multi-task learning; joint action grouping and modeling,12,,HC-MTL,group-wise least square loss; multi-task learning; action-specific feature learning,group-wise least square loss; multi-task learning; action-specific feature learning,hc-mtl; group-wise least square loss; multi-task learning; action-specific feature learning
9598,2016,ENGINEERING,Struck: Structured Output Tracking with Kernels,"Adaptive tracking-by-detection methods are widely used in computer vision for tracking arbitrary objects. Current approaches treat the tracking problem as a classification task and use online learning techniques to update the object model. However, for these updates to happen one needs to convert the estimated object position into a set of labelled training examples, and it is not clear how best to perform this intermediate step. Furthermore, the objective for the classifier (label prediction) is not explicitly coupled to the objective for the tracker (estimation of object position). In this paper, we present a framework for adaptive visual object tracking based on structured output prediction. By explicitly allowing the output space to express the needs of the tracker, we avoid the need for an intermediate classification step. Our method uses a kernelised structured output support vector machine (SVM), which is learned online to provide adaptive tracking. To allow our tracker to run at high frame rates, we (a) introduce a budgeting mechanism that prevents the unbounded growth in the number of support vectors that would otherwise occur during tracking, and (b) show how to implement tracking on the GPU. Experimentally, we show that our algorithm is able to outperform state-of-the-art trackers on various benchmark videos. Additionally, we show that we can easily incorporate additional features and kernels into our framework, which results in increased tracking performance.",Tracking-by-detection; structured output SVMs; budget maintenance; GPU-based tracking; ROBUST OBJECT TRACKING; VISUAL TRACKING,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,structured output prediction; kernelised structured output support vector machine; budgeting mechanism; GPU implementation; adaptive visual object tracking; online learning techniques; support vectors; tracking-by-detection methods,8,,Struck,adaptive visual object tracking,adaptive visual object tracking,struck; adaptive visual object tracking
9652,2014,ENGINEERING,Human3.6M: Large Scale Datasets and Predictive Methods for 3D Human Sensing in Natural Environments,"We introduce a new dataset, Human3.6M, of 3.6 Million accurate 3D Human poses, acquired by recording the performance of 5 female and 6 male subjects, under 4 different viewpoints, for training realistic human sensing systems and for evaluating the next generation of human pose estimation models and algorithms. Besides increasing the size of the datasets in the current state-of-the-art by several orders of magnitude, we also aim to complement such datasets with a diverse set of motions and poses encountered as part of typical human activities (taking photos, talking on the phone, posing, greeting, eating, etc.), with additional synchronized image, human motion capture, and time of flight (depth) data, and with accurate 3D body scans of all the subject actors involved. We also provide controlled mixed reality evaluation scenarios where 3D human models are animated using motion capture and inserted using correct 3D geometry, in complex real environments, viewed with moving cameras, and under occlusion. Finally, we provide a set of large-scale statistical models and detailed evaluation baselines for the dataset illustrating its diversity and the scope for improvement by future work in the research community. Our experiments show that our best large-scale model can leverage our full training set to obtain a 20% improvement in performance compared to a training set of the scale of the largest existing public dataset for this problem. Yet the potential for improvement by leveraging higher capacity, more complex models with our large dataset, is substantially vaster and should stimulate future research. The dataset together with code for the associated large-scale learning models, features, visualization tools, as well as the evaluation server, is available online at http://vision.imar.ro/human3.6m.",3D human pose estimation; human motion capture data; articulated body modeling; optimization; large-scale learning; structured prediction; Fourier kernel approximations; HUMAN POSE; CAPTURE,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Human3.6M; 3D Human poses; human pose estimation; motion capture; time of flight; depth data; 3D body scans; mixed reality evaluation; 3D geometry; large-scale statistical models; evaluation baselines; large-scale learning models,12,,Human3.6M,large-scale statistical models; large-scale learning models,large-scale statistical models; large-scale learning models,human3.6m; large-scale statistical models; large-scale learning models
9828,2022,ENGINEERING,"Video-Based Facial Micro-Expression Analysis: A Survey of Datasets, Features and Algorithms","Unlike the conventional facial expressions, micro-expressions are involuntary and transient facial expressions capable of revealing the genuine emotions that people attempt to hide. Therefore, they can provide important information in a broad range of applications such as lie detection, criminal detection, etc. Since micro-expressions are transient and of low intensity, however, their detection and recognition is difficult and relies heavily on expert experiences. Due to its intrinsic particularity and complexity, video-based micro-expression analysis is attractive but challenging, and has recently become an active area of research. Although there have been numerous developments in this area, thus far there has been no comprehensive survey that provides researchers with a systematic overview of these developments with a unified evaluation. Accordingly, in this survey paper, we first highlight the key differences between macro- and micro-expressions, then use these differences to guide our research survey of video-based micro-expression analysis in a cascaded structure, encompassing the neuropsychological basis, datasets, features, spotting algorithms, recognition algorithms, applications and evaluation of state-of-the-art approaches. For each aspect, the basic techniques, advanced developments and major challenges are addressed and discussed. Furthermore, after considering the limitations of existing micro-expression datasets, we present and release a new dataset - called micro-and-macro expression warehouse (MMEW) - containing more video samples and more labeled emotion types. We then perform a unified comparison of representative methods on CAS(ME)(2) for spotting, and on MMEW and SAMM for recognition, respectively. Finally, some potential future research directions are explored and outlined.",Micro-expression analysis; survey; spotting; recognition; facial features; datasets; OPTICAL-FLOW; DETECTING DECEPTION; RECOGNITION; CLASSIFICATION; IDENTIFICATION; EMOTIONS; SYSTEM,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,video-based micro-expression analysis; micro-expression spotting algorithms; micro-expression recognition algorithms; neuropsychological basis; cascaded structure; micro-and-macro expression warehouse; CAS(ME)(2); SAMM,8,,MMEW,,,mmew
9835,2014,ENGINEERING,Visual Tracking: An Experimental Survey,"There is a large variety of trackers, which have been proposed in the literature during the last two decades with some mixed success. Object tracking in realistic scenarios is a difficult problem, therefore, it remains a most active area of research in computer vision. A good tracker should perform well in a large number of videos involving illumination changes, occlusion, clutter, camera motion, low contrast, specularities, and at least six more aspects. However, the performance of proposed trackers have been evaluated typically on less than ten videos, or on the special purpose datasets. In this paper, we aim to evaluate trackers systematically and experimentally on 315 video fragments covering above aspects. We selected a set of nineteen trackers to include a wide variety of algorithms often cited in literature, supplemented with trackers appearing in 2010 and 2011 for which the code was publicly available. We demonstrate that trackers can be evaluated objectively by survival curves, Kaplan Meier statistics, and Grubs testing. We find that in the evaluation practice the F-score is as effective as the object tracking accuracy (OTA) score. The analysis under a large variety of circumstances provides objective insight into the strengths and weaknesses of trackers.",Object tracking; tracking evaluation; tracking dataset; camera surveillance; video understanding; computer vision; image processing; OBJECT TRACKING; VIDEO-TRACKING; VISION; CONTOURS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,visual tracking; object tracking; survival curves; Kaplan Meier statistics; Grubs testing; F-score; object tracking accuracy (OTA) score,7,,,visual tracking; object tracking,visual tracking; object tracking,visual tracking; object tracking
9842,2016,ENGINEERING,Non-Rigid Point Set Registration by Preserving Global and Local Structures,"In previous work on point registration, the input point sets are often represented using Gaussian mixture models and the registration is then addressed through a probabilistic approach, which aims to exploit global relationships on the point sets. For non-rigid shapes, however, the local structures among neighboring points are also strong and stable and thus helpful in recovering the point correspondence. In this paper, we formulate point registration as the estimation of a mixture of densities, where local features, such as shape context, are used to assign the membership probabilities of the mixture model. This enables us to preserve both global and local structures during matching. The transformation between the two point sets is specified in a reproducing kernel Hilbert space and a sparse approximation is adopted to achieve a fast implementation. Extensive experiments on both synthesized and real data show the robustness of our approach under various types of distortions, such as deformation, noise, outliers, rotation, and occlusion. It greatly outperforms the state-of-the-art methods, especially when the data is badly degraded.",Registration; shape matching; non-rigid; Gaussian mixture model; global/local; IMAGE REGISTRATION; ROBUST; TRANSFORMATION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Gaussian mixture models; probabilistic approach; non-rigid shapes; local structures; shape context; mixture of densities; reproducing kernel Hilbert space; sparse approximation,8,,reproducing kernel Hilbert space,gaussian mixture models; local structures; shape context; sparse approximation,gaussian mixture models; local structures; shape context; sparse approximation,reproducing kernel hilbert space; gaussian mixture models; local structures; shape context; sparse approximation
9852,2021,ENGINEERING,OpenPose: Realtime Multi-Person 2D Pose Estimation Using Part Affinity Fields,"Realtime multi-person 2D pose estimation is a key component in enabling machines to have an understanding of people in images and videos. In this work, we present a realtime approach to detect the 2D pose of multiple people in an image. The proposed method uses a nonparametric representation, which we refer to as Part Affinity Fields (PAFs), to learn to associate body parts with individuals in the image. This bottom-up system achieves high accuracy and realtime performance, regardless of the number of people in the image. In previous work, PAFs and body part location estimation were refined simultaneously across training stages. We demonstrate that a PAF-only refinement rather than both PAF and body part location refinement results in a substantial increase in both runtime performance and accuracy. We also present the first combined body and foot keypoint detector, based on an internal annotated foot dataset that we have publicly released. We show that the combined detector not only reduces the inference time compared to running them sequentially, but also maintains the accuracy of each component individually. This work has culminated in the release of Open Pose, the first open-source realtime system for multi-person 2D pose detection, including body, foot, hand, and facial keypoints.",2D human pose estimation; 2D foot keypoint estimation; real-time; multiple person; part affinity fields; PICTORIAL STRUCTURES; PEOPLE; MODELS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Part Affinity Fields; PAF-only refinement; body part location estimation; combined body and foot keypoint detector; realtime multi-person 2D pose estimation; bottom-up system; internal annotated foot dataset; Open Pose,8,,OpenPose; Part Affinity Fields,,,part affinity fields; openpose
9868,2022,ENGINEERING,AlignSeg: Feature-Aligned Segmentation Networks,"Aggregating features in terms of different convolutional blocks or contextual embeddings has been proven to be an effective way to strengthen feature representations for semantic segmentation. However, most of the current popular network architectures tend to ignore the misalignment issues during the feature aggregation process caused by step-by-step downsampling operations and indiscriminate contextual information fusion. In this paper, we explore the principles in addressing such feature misalignment issues and inventively propose Feature-Aligned Segmentation Networks (AlignSeg). AlignSeg consists of two primary modules, i.e., the Aligned Feature Aggregation (AlignFA) module and the Aligned Context Modeling (AlignCM) module. First, AlignFA adopts a simple learnable interpolation strategy to learn transformation offsets of pixels, which can effectively relieve the feature misalignment issue caused by multi-resolution feature aggregation. Second, with the contextual embeddings in hand, AlignCM enables each pixel to choose private custom contextual information adaptively, making the contextual embeddings be better aligned. We validate the effectiveness of our AlignSeg network with extensive experiments on Cityscapes and ADE20K, achieving new state-of-the-art mIoU scores of 82.6 and 45.95 percent, respectively.",Semantic segmentation; feature alignment; context alignment,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Feature-Aligned Segmentation Networks; Aligned Feature Aggregation; Aligned Context Modeling; learnable interpolation strategy; transformation offsets; multi-resolution feature aggregation; private custom contextual information,7,,AlignSeg; AlignFA; AlignCM,aligned feature aggregation; multi-resolution feature aggregation,aligned feature aggregation; multi-resolution feature aggregation,alignfa; aligncm; alignseg; aligned feature aggregation; multi-resolution feature aggregation
9876,2016,COMPUTER SCIENCE,A Main Directional Mean Optical Flow Feature for Spontaneous Micro-Expression Recognition,"Micro-expressions are brief facial movements characterized by short duration, involuntariness and low intensity. Recognition of spontaneous facial micro-expressions is a great challenge. In this paper, we propose a simple yet effective Main Directional Mean Optical-flow (MDMO) feature for micro-expression recognition. We apply a robust optical flow method on micro-expression video clips and partition the facial area into regions of interest (ROIs) based partially on action units. The MDMO is a ROI-based, normalized statistic feature that considers both local statistic motion information and its spatial location. One of the significant characteristics of MDMO is that its feature dimension is small. The length of a MDMO feature vector is 36 x 2 = 72, where 36 is the number of ROIs. Furthermore, to reduce the influence of noise due to head movements, we propose an optical-flow-driven method to align all frames of a micro-expression video clip. Finally, a SVM classifier with the proposed MDMO feature is adopted for micro-expression recognition. Experimental results on three spontaneous micro-expression databases, namely SMIC, CASME and CASME II, show that the MDMO can achieve better performance than two state-of-the-art baseline features, i.e., LBP-TOP and HOOF.",Micro-expression; optical flow; recognition; feature,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Main Directional Mean Optical-flow; MDMO feature; optical flow method; regions of interest; ROIs; action units; optical-flow-driven method; SVM classifier; LBP-TOP; HOOF,10,,MDMO,main directional mean optical-flow; mdmo feature; action units,main directional mean optical-flow; action units,mdmo; main directional mean optical-flow; action units
9912,2018,COMPUTER SCIENCE,"VideoLSTM convolves, attends and flows for action recognition","We present VideoLSTM for end-to-end sequence learning of actions in video. Rather than adapting the video to the peculiarities of established recurrent or convolutional architectures, we adapt the architecture to fit the requirements of the video medium. Starting from the soft-Attention LSTM, VideoLSTM makes three novel contributions. First, video has a spatial layout. To exploit the spatial correlation we hardwire convolutions in the soft-Attention LSTM architecture. Second, motion not only informs us about the action content, but also guides better the attention towards the relevant spatio-temporal locations. We introduce motion-based attention. And finally, we demonstrate how the attention from VideoLSTM can be exploited for action localization by relying on the action class label and temporal attention smoothing. Experiments on UCF101, HMDB51 and THUMOS13 reveal the benefit of the video-specific adaptations of VideoLSTM in isolation as well as when integrated in a combined architecture. It compares favorably against other LSTM architectures for action classification and especially action localization.",Action recognition; Video representation; Attention; LSTM,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,VideoLSTM; soft-Attention LSTM; motion-based attention; temporal attention smoothing; action localization; action classification; spatial correlation; end-to-end sequence learning; convolutional architectures; recurrent architectures,10,,VideoLSTM,soft-attention lstm; motion-based attention; temporal attention smoothing; action localization; spatial correlation; convolutional architectures,soft-attention lstm; motion-based attention; temporal attention smoothing; action localization; spatial correlation; convolutional architectures,videolstm; soft-attention lstm; motion-based attention; temporal attention smoothing; action localization; spatial correlation; convolutional architectures
